path;initialize;begin editing;save;insert document;finish editing;check;start auto finish editing;check mandatory fields;check spelling;check consistency;end auto finish editing;discard;remove document;change department
initialize,begin editing,check,finish editing,insert document,save,check,finish editing,save,check,finish editing,finish editing,save,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;053days 19h 12m 01s;337days 00h 34m 17s;000days 00h 00m 20s;015days 12h 47m 07s;;;;;;;;
initialize,begin editing,insert document,save,finish editing,finish editing,save,finish editing;no data;000days 00h 00m 00s;007days 01h 30m 26s;072days 22h 20m 52s;079days 15h 56m 08s;;;;;;;;;
initialize,begin editing,insert document,save,save,save,finish editing,save,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,save,finish editing;no data;000days 00h 00m 01s;050days 20h 53m 53s;025days 04h 57m 01s;006days 09h 45m 53s;000days 00h 00m 06s;000days 00h 00m 00s;000days 00h 00m 01s;000days 00h 00m 01s;000days 00h 00m 01s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;000days 00h 00m 00s;;;000days 00h 00m 01s;;066days 17h 20m 58s;000days 00h 00m 02s;000days 00h 00m 06s;000days 00h 00m 09s;000days 00h 00m 01s;;;
initialize,begin editing,check,finish editing,insert document,save,finish editing,finish editing,save,save,finish editing;no data;000days 00h 00m 00s;303days 22h 51m 45s;007days 03h 44m 50s;000days 00h 00m 24s;029days 23h 15m 09s;;;;;;;;
initialize,begin editing,insert document,save,save,save,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,save,finish editing;no data;000days 00h 00m 00s;014days 06h 50m 34s;025days 21h 37m 52s;000days 00h 03m 42s;021days 07h 29m 34s;000days 00h 00m 00s;000days 00h 00m 01s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,save,save,save,save,save,save,finish editing,save,finish editing,save,check,finish editing;no data;000days 00h 00m 01s;064days 13h 52m 19s;013days 03h 51m 41s;000days 00h 00m 06s;000days 00h 00m 09s;;;;;;;;
initialize,insert document,save,begin editing,save,save,check,save,check,insert document,save,save,save,check,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,check,finish editing;no data;028days 00h 37m 37s;002days 07h 03m 00s;020days 23h 31m 29s;000days 00h 00m 01s;012days 07h 29m 23s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,check,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;000days 00h 00m 00s;033days 05h 26m 07s;021days 03h 20m 19s;000days 00h 00m 00s;034days 13h 15m 48s;000days 00h 00m 00s;000days 00h 00m 01s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,save,finish editing,insert document,save,finish editing;no data;003days 13h 06m 40s;021days 20h 39m 46s;265days 20h 04m 51s;001days 23h 31m 55s;;;;;;;;;
initialize,begin editing,insert document,save,finish editing,save,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;080days 19h 09m 08s;039days 09h 38m 14s;011days 02h 14m 02s;000days 00h 01m 11s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,check,save,check,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;000days 00h 00m 00s;003days 00h 41m 03s;066days 03h 13m 19s;000days 04h 30m 51s;019days 00h 04m 35s;000days 00h 12m 44s;000days 00h 00m 01s;000days 00h 00m 02s;000days 00h 00m 03s;000days 00h 00m 00s;;;
initialize,begin editing,check,insert document,save,finish editing,save,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;047days 05h 14m 00s;000days 00h 01m 04s;000days 00h 00m 16s;014days 16h 32m 39s;;;;;;;;
initialize,begin editing,check,finish editing,insert document,save,finish editing,save,save,finish editing,save,finish editing,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 01s;140days 06h 58m 21s;069days 05h 36m 20s;000days 00h 00m 22s;040days 21h 09m 08s;;;;;;;;
initialize,begin editing,insert document,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,finish editing,finish editing;no data;000days 00h 00m 00s;137days 19h 01m 02s;042days 03h 44m 16s;000days 08h 37m 31s;000days 00h 00m 08s;000days 00h 00m 00s;000days 00h 00m 02s;000days 00h 00m 01s;000days 00h 00m 01s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,save,check,finish editing;no data;000days 00h 00m 00s;006days 12h 55m 07s;022days 04h 19m 43s;000days 01h 42m 58s;000days 00h 02m 28s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,check,save,finish editing;no data;000days 00h 00m 01s;000days 01h 01m 12s;;000days 00h 00m 01s;019days 03h 51m 35s;000days 01h 12m 21s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,check,finish editing,save,save,check,finish editing;no data;000days 00h 00m 02s;109days 08h 13m 15s;014days 02h 42m 53s;000days 00h 00m 09s;000days 00h 00m 59s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;089days 13h 14m 39s;206days 21h 17m 43s;000days 00h 00m 03s;000days 00h 00m 06s;000days 00h 39m 27s;000days 00h 00m 01s;000days 00h 00m 02s;000days 00h 00m 03s;000days 00h 00m 00s;;;
initialize,begin editing,save,insert document,save,check,insert document,save,save,check,finish editing,save,check,finish editing;no data;011days 03h 06m 10s;010days 09h 29m 22s;003days 01h 06m 09s;000days 00h 00m 09s;011days 22h 05m 04s;;;;;;;;
initialize,begin editing,insert document,save,check,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;075days 10h 52m 58s;020days 15h 49m 21s;001days 02h 02m 07s;005days 07h 49m 33s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,finish editing;no data;000days 00h 00m 00s;079days 05h 45m 25s;;031days 08h 27m 59s;000days 00h 00m 13s;000days 13h 31m 06s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,save,check,insert document,save,finish editing,check,finish editing,save,finish editing,save,finish editing,save,finish editing,save,save,save,finish editing;no data;000days 00h 00m 00s;014days 08h 38m 37s;025days 15h 52m 58s;002days 03h 05m 48s;000days 00h 02m 57s;;;;;;;;
initialize,begin editing,insert document,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;154days 07h 19m 51s;026days 13h 12m 40s;000days 00h 00m 02s;000days 00h 00m 06s;080days 13h 58m 04s;000days 00h 00m 02s;000days 00h 00m 06s;000days 00h 00m 09s;000days 00h 00m 01s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,finish editing,save,finish editing,save,save,finish editing,save,finish editing;no data;000days 00h 00m 01s;021days 20h 32m 08s;100days 05h 01m 26s;000days 00h 02m 50s;;001days 08h 42m 42s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,insert document,save,save,finish editing;no data;000days 00h 00m 00s;027days 09h 25m 00s;271days 09h 43m 01s;000days 00h 00m 14s;;000days 18h 36m 02s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,check,check,insert document,save,check,finish editing,save,save,check,check,save,save,save,check,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,finish editing,save,check,finish editing,save,finish editing,save,check,finish editing,save,check,finish editing,save,finish editing,save,check,finish editing,save,save,finish editing,save,finish editing;no data;000days 00h 00m 01s;049days 13h 51m 02s;000days 00h 03m 00s;004days 15h 48m 19s;005days 06h 04m 26s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 02s;000days 00h 00m 02s;000days 00h 00m 01s;;;
initialize,begin editing,insert document,save,save,finish editing,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;000days 00h 00m 00s;022days 16h 53m 26s;041days 06h 03m 10s;016days 22h 24m 49s;;000days 00h 00m 00s;000days 00h 00m 01s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,finish editing,insert document,save,finish editing,save,finish editing;no data;000days 00h 47m 41s;100days 15h 44m 34s;003days 02h 49m 07s;077days 05h 30m 23s;;155days 19h 46m 04s;000days 00h 00m 02s;000days 00h 00m 06s;000days 00h 00m 09s;000days 00h 00m 01s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,save,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;028days 06h 55m 53s;309days 22h 06m 41s;000days 00h 00m 03s;000days 00h 00m 07s;000days 00h 44m 58s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,check,check,save,check,finish editing,save,save,check,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;014days 00h 29m 43s;008days 07h 46m 49s;000days 00h 00m 18s;013days 17h 39m 49s;;;;;;;;
initialize,begin editing,finish editing,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,save,finish editing;no data;000days 00h 00m 01s;081days 17h 21m 12s;000days 19h 17m 34s;003days 00h 07m 07s;004days 12h 15m 35s;;;;;;;;
initialize,begin editing,check,check,insert document,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing;no data;000days 00h 00m 00s;007days 02h 04m 06s;000days 00h 01m 09s;000days 00h 00m 10s;030days 07h 32m 18s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;000days 00h 00m 00s;000days 00h 00m 39s;000days 00h 00m 44s;000days 00h 00m 00s;;040days 17h 02m 57s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 05s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,save,check,save,save,check,save,save,save,check,check,check,finish editing,save,save,check,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;011days 14h 35m 07s;032days 08h 00m 51s;000days 00h 00m 11s;001days 19h 50m 40s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;000days 00h 00m 00s;086days 13h 44m 01s;;000days 00h 00m 12s;077days 03h 34m 01s;000days 00h 00m 00s;000days 00h 00m 01s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
