path;initialize;begin editing;save;insert document;finish editing;check;start auto finish editing;check mandatory fields;check spelling;check consistency;end auto finish editing;discard;remove document;change department
initialize,insert document,save,begin editing,save,save,save,save,insert document,save,save,finish editing,save,check,finish editing;no data;no data;183days 19h 26m 57s;000days 00h 01m 48s;060days 18h 57m 00s;no data;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,check,check,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,save,check,finish editing;no data;no data;174days 15h 55m 29s;no data;000days 00h 00m 26s;015days 01h 13m 16s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,save,check,finish editing,save,save,save,finish editing;no data;no data;060days 06h 30m 55s;;000days 00h 00m 04s;no data;;;;;;;;
initialize,begin editing,check,check,insert document,save,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;021days 22h 18m 33s;000days 00h 06m 16s;000days 00h 00m 32s;022days 03h 23m 11s;;;;;;;;
initialize,begin editing,insert document,save,finish editing,finish editing;no data;000days 00h 00m 00s;000days 01h 25m 51s;015days 02h 04m 12s;006days 08h 27m 17s;;;;;;;;;
initialize,begin editing,finish editing,save,finish editing,finish editing,insert document,save,finish editing,save,save,save,finish editing,save,finish editing;no data;no data;201days 14h 07m 55s;no data;022days 22h 17m 42s;;;;;;;;;
initialize,begin editing,save,finish editing,insert document,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;205days 12h 10m 15s;000days 01h 32m 37s;005days 15h 49m 06s;;;;;;;;;
initialize,begin editing,save,insert document,save,finish editing,save,finish editing,save,finish editing,finish editing;no data;no data;022days 02h 10m 07s;no data;009days 01h 42m 09s;;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,check,finish editing,save,save,save,save,save,save,check,save,save,check,finish editing,save,finish editing;no data;no data;136days 08h 33m 10s;no data;000days 00h 00m 04s;000days 00h 00m 02s;000days 01h 35m 44s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,check,check,finish editing,save,save,check,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,finish editing,save,check,finish editing;no data;no data;045days 21h 05m 25s;no data;053days 23h 44m 55s;011days 02h 30m 04s;no data;no data;no data;no data;no data;;;
initialize,begin editing,insert document,save,check,save,check,finish editing,save,check,finish editing,save,save,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;no data;103days 09h 32m 35s;no data;000days 00h 00m 11s;020days 17h 56m 39s;;;;;;;;
initialize,begin editing,insert document,save,finish editing,save,save,finish editing,finish editing,save,finish editing,save,finish editing;no data;no data;112days 20h 00m 32s;no data;043days 19h 24m 22s;;;;;;;;;
initialize,begin editing,insert document,save,save,save,check,check,save,finish editing,save,check,finish editing,save,finish editing,save,finish editing;no data;no data;015days 16h 26m 01s;no data;000days 00h 07m 09s;012days 00h 36m 24s;;;;;;;;
initialize,begin editing,insert document,save,save,finish editing,save,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing;no data;no data;107days 02h 38m 34s;no data;000days 00h 00m 03s;;no data;no data;no data;no data;no data;;;
initialize,begin editing,save,check,finish editing,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;no data;no data;;000days 00h 06m 41s;062days 05h 29m 11s;no data;no data;no data;no data;no data;;;
initialize,begin editing,insert document,save,insert document,save,finish editing,finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;no data;261days 16h 51m 10s;002days 21h 39m 05s;012days 10h 57m 10s;;;;;;;;;
initialize,begin editing,finish editing,insert document,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;164days 07h 22m 46s;149days 10h 28m 54s;036days 13h 04m 52s;;;;;;;;;
initialize,begin editing,save,save,check,finish editing,insert document,save,save,save,save,save,save,save,check,finish editing;no data;no data;000days 00h 01m 08s;no data;000days 00h 00m 50s;018days 11h 19m 14s;;;;;;;;
initialize,begin editing,check,check,save,save,check,insert document,save,check,save,check,save,save,save,save,save,save,save,check,finish editing,finish editing;no data;no data;001days 13h 09m 31s;no data;002days 03h 58m 12s;003days 22h 22m 59s;;;;;;;;
initialize,begin editing,check,insert document,save,check,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing;no data;no data;129days 08h 01m 04s;no data;000days 00h 00m 01s;027days 16h 59m 02s;no data;no data;no data;no data;no data;;;
initialize,begin editing,insert document,save,check,finish editing,finish editing,save,finish editing;no data;000days 00h 00m 00s;218days 23h 39m 15s;004days 06h 15m 57s;088days 12h 34m 02s;021days 05h 36m 00s;;;;;;;;
initialize,begin editing,save,insert document,save,check,save,check,finish editing;no data;000days 00h 38m 12s;014days 18h 06m 25s;010days 14h 23m 22s;000days 00h 00m 09s;001days 09h 12m 23s;;;;;;;;
initialize,begin editing,insert document,save,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing;no data;no data;195days 20h 34m 21s;no data;000days 00h 00m 09s;000days 00h 00m 45s;no data;no data;no data;no data;no data;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,save,save,finish editing,save,finish editing;no data;no data;046days 04h 01m 04s;no data;000days 00h 00m 09s;;000days 01h 03m 52s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,finish editing,save,save,check,finish editing,save,check,finish editing;no data;no data;220days 14h 20m 49s;no data;000days 00h 00m 04s;000days 00h 00m 04s;;;;;;;;
initialize,begin editing,save,insert document,save,check,insert document,save,check,finish editing,save,finish editing;no data;002days 18h 18m 56s;115days 02h 52m 28s;040days 01h 57m 20s;020days 11h 49m 01s;007days 03h 09m 49s;;;;;;;;
initialize,begin editing,check,finish editing,insert document,save,check,save,check,finish editing,save,save,check,finish editing;no data;no data;000days 11h 10m 37s;no data;000days 00h 05m 18s;012days 14h 22m 28s;;;;;;;;
initialize,begin editing,save,insert document,save,save,check,check,finish editing,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;no data;024days 19h 25m 00s;no data;000days 00h 00m 02s;035days 20h 50m 15s;no data;no data;no data;no data;no data;;;
initialize,begin editing,insert document,save,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;181days 06h 38m 15s;021days 05h 13m 48s;008days 12h 29m 56s;016days 06h 19m 22s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,check,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,save,finish editing;no data;no data;093days 19h 47m 54s;no data;000days 00h 00m 23s;034days 19h 11m 37s;000days 00h 44m 17s;000days 00h 00m 00s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,save,save,finish editing;no data;no data;222days 14h 25m 08s;no data;000days 00h 00m 21s;;000days 16h 12m 34s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,save,check,insert document,save,save,check,finish editing,save,finish editing,save,finish editing;no data;no data;095days 11h 33m 17s;no data;000days 00h 00m 14s;000days 00h 00m 28s;;;;;;;;
initialize,begin editing,check,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;no data;;;no data;039days 03h 25m 23s;no data;no data;no data;no data;no data;;;
initialize,insert document,save,begin editing,save,save,check,save,check,check,finish editing;no data;no data;013days 00h 27m 23s;no data;no data;000days 00h 00m 24s;;;;;;;;
initialize,begin editing,insert document,save,save,save,check,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing;no data;no data;214days 11h 48m 05s;no data;000days 00h 00m 04s;no data;no data;no data;no data;no data;no data;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,check,finish editing,save,finish editing,save,finish editing,finish editing,save,finish editing,save,finish editing;no data;no data;035days 10h 47m 22s;no data;012days 00h 37m 46s;no data;000days 16h 03m 30s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,check,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing;no data;no data;240days 14h 27m 00s;no data;000days 00h 00m 03s;no data;072days 19h 57m 04s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 05s;000days 00h 00m 00s;;;
initialize,begin editing,check,check,finish editing,insert document,save,finish editing;no data;no data;no data;no data;000days 00h 00m 02s;020days 09h 18m 38s;;;;;;;;
initialize,begin editing,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing;no data;000days 00h 00m 00s;000days 00h 23m 46s;254days 13h 13m 28s;000days 00h 01m 33s;039days 17h 18m 36s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
